REG_NUMBER	COMPANY_NAME	SURNAME1	SURNAME2	CODE	SHORT_ES	LONG_ES	LONG_EN	TRADE_NAME	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	PHONE	URL	COORDINATE_X	COORDINATE_Y	PRECISION	EMPLOYEES	ACTIVITY_CODE	ACTIVITY_DESCRIPTION	ACTIVITY_CODE_2	ACTIVITY_DESCRIPTION_2	ACTIVITY_CODE_3	ACTIVITY_DESCRIPTION_3	CORPORATE_PURPOSE	COD_CONFIRMED_STATUS	CONFIRMED_STATUS	CONFIRMED_STATUS_DATE	COD_TRADING_STATUS	TRADING_STATUS	TRADING_STATUS_DATE	COD_INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDING_DATE	INDIV_LATEST_FILED_ACCOUNTS	INDIV_LATEST_FILED_ACCOUNTS_YEAR	ACTIVITY_START_DATE	PARENT_COMPANY_REG_NUMBER	PARENT_COMPANY_NAME	PARENT_COMPANY_LEGAL_FORM	INDIC_INDIVID_BALANC_SHEET_AUDIT	INDIVIDUAL_BALANCE_SHEET_AUDITOR	OP_INDIVID_BALANC_SHEET_AUDIT
V07666282	AQUAMBIENTE HIDROBAL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		POLIG	SON LLAUT	9	PARC 57 LO	07320	SANTA MARIA DEL CAMI	ILLES BALEARS			2.790939800	39.655268000	1		3600	Water collection, treatment and distribution					Proyecto, Ejecucion, Estudios, Mantenimiento, Explotacion Y Promocion De Toda Clase De Obras Y Servicios Relacionados Con El Abastecimiento, Saneamiento, Depuracion, Construcciones Hidraulicas Y Medio Ambiente.										2024	17NOV2025	19-12-1994						
V12478517	KERAGLAS			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CTRA	NACIONAL 340	S/N	KM 44.300	12520	NULES	CASTELLON			-0.166125000	39.853883700	21		7210	Research and experimental development in natural and technical sciences					Gestion Y Desarrollo De Proyectos De Diseño, Innovacion E Investigacion Y Desarrollo De La Industria Ceramica En Colaboracion De Las Empresas Gres De Nules Sa. Keraben Sa. Y Creacer Sa.	02	We have confirmed that this firm is active, but it has not provided us with information.	16JUN2007							2009	10MAY2013	20-05-1998						
V15059975	MUTUALIDAD DE PREVISION SOCIAL DEL NOROESTE			14	MPS	Mutualidad de Previsión Social	Mutual Social Welfare Trust		AVDA	COOPERACION B I	14	6 BJ SAN VALENTIN	15500	FENE	CORUÑA (A)	981341311						6621	Risk and damage assessment					El Monteplo De Prevision Social, Tiene Por Objeto: Prevision De Riesgos Sobre Las Personas, Contra Circunstancias O Acontecimientos De Caracter Fortuito Y Previsible.										2024	09JUL2025	01-04-1962						
V20598157	T D H ASIA PACIFICO			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		PASEO	LIZARKOLA	S/N		20140	ANDOAIN	GIPUZKOA			-1.997002800	43.216257100	21		7020	Other business management consulting activities					Instalacion De Una Oficina De Representacion En Hong Kong, Con Un Ambito De Actuacion Para El Mercado De Asia Pacifico. Estudios Y Prospecciones De Mercado Y Promocion Para Las Empresas-Socios.										2004	01NOV2005	20-06-1997						
V20653457	KUTXAGARANTIZADO 5 FIM			11	Fondo	Fondo	Fund		CALLE	VERGARA	14		20005	DONOSTIA-SAN SEBASTIAN	GIPUZKOA			-1.980237000	43.318942000	12		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Los Riesgos Y Tipos De Rendimiento Sin Participacion Mayoritaria, Economica O Politica.										2002	01JUL2003	15-02-1999						
V20654364	BANKOA GLOBAL 1			11	Fondo	Fondo	Fund		CALLE	IPARRAGUIRRE	S/N	F	20001	DONOSTIA-SAN SEBASTIAN	GIPUZKOA			-1.972661900	43.323592500	22		6431	Monetary and nonmonetary investment fund activities					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros, Etc.												23-02-1999						
V22181952	VIRGEN DE LA BELLA			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CMNO	DEL VEDAO	S/N		22310	CASTEJON DEL PUENTE	HUESCA	974415314		0.132938600	41.964262300	22		3511	Electricity production from non-renewable sources					Construccion Y Explotacion De Una Planta De Congeneracion Con Una Potencia Electrica Nominal De Catorce Con Ocho Mw Que Se Situar En El Termino Municipal De Castejon Del Puente, Huesca, A Fin De Producir Energia Electrica Y Termica Para.										2007	01DEC2008	11-05-1995						
V22221253	LA ARMENTERA			19	SAT	Sociedad Agraria de Transformación	Agrarian Transformation Company		CALLE	Z I LA ARMENTERA	S/N		22400	MONZON	HUESCA	974416844		0.129310457	41.919272944	21		1091	Manufacture of feed products for farm animals					La Deshidratacion, Empaquctado Y Granulado De Alfalfa Producida Par Los Socios Para Su Venta, Asi Como Todas Aquellas Actividades Complementarias Y Accesorias Para El Cumplimiento Del Objeto Social. Cualquier Otra Actividad Relacionada Con La Agriculture Y Ganaderia Que Beneficie Las Explotaciones D.										2001	01AUG2002	24-11-1998						
V28218378	TRESERRES			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	ZURBARAN	22	2	06002	BADAJOZ	BADAJOZ	924249023		-6.970683000	38.875365000	15		6820	Renting of real estate for own account					Explotacion De Negocios Relacionados Con El Turismo, Especialmente La Hosteleria, Restaurantes, Cafeterias, Bares, Tabernas, Etc. Compraventa Y Alquiler De Inmuebles Y Muebles De Titularidad Propia O De Terceros.										2014	07DEC2015	28-03-1989						
V28418838	MUTUALIDAD DE PREVISION SOCIAL DE PERITOS E INGENIEROS TECNICOS INDUSTRIALES			14	MPS	Mutualidad de Previsión Social	Mutual Social Welfare Trust	MUPITI	CALLE	ORENSE	16	1	28020	MADRID	MADRID	913993155	https://mupiti.com/	-3.695026100	40.450039900	1		6511	Life insurance	6511	Life insurance			Proporcionar A Sus Mutualistas Ayudas Y Prestaciones Para Cumplir Cuanto Determinanlos Estatutos Del Consejo General De Peritos E Ingenieros Tecnicos Industriales, La Ley De Colegios Profesionales Y Todas Las Asociacione.	02	We have confirmed that this firm is active, but it has not provided us with information.	09MAR2018							2024	03NOV2025	30-04-1949						
V29577749	UNIFOND EURORENTA FIM			11	Fondo	Fondo	Fund		AVDA	ANDALUCIA	10	12	29007	MALAGA	MALAGA			-4.430703900	36.717597600	1		6614	Other brokerage activities in securities and other assets transactions					La Adquisicion. Tenencia, Disffute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Por Unuadecuada Composicion De Sus Activos. Los Riesgos Y Los Tipos De Rendimiento.										2002	01JUL2003	02-09-1992						
V29675683	UNIFOND MIXTO FONDANDALUCIA FIM			11	Fondo	Fondo	Fund		CALLE	COMPOSITOR LHEMBERG RUIZ	5		29007	MALAGA	MALAGA			-4.431982400	36.717531300	1		6431	Monetary and nonmonetary investment fund activities					La Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar, Por Una Adecuada Composicion De Sus Activos, Los Riesgos Y Tipos De Rendimiento, Etc.										2002	01JUL2003	15-06-1994						
V29768892	UNIFOND II			11	Fondo	Fondo	Fund		CALLE	COMPOSITOR LHEMBERG RUIZ	5		29007	MALAGA	MALAGA			-4.431982400	36.717531300	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia; Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar, Por Una Adecuada Cortiposicion De Sus Activos, Los Riesgos Y Los Tipos De Rendamientos.										2002	01JUL2003	13-02-1996						
V29768918	UNIFOND III			11	Fondo	Fondo	Fund		CALLE	COMPOSITOR LHEMBERG RUIZ	5		29007	MALAGA	MALAGA			-4.431982400	36.717531300	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar, Por Una Adecuada Composicion De Sus Activos, Los Riesgos Y Tipos De Rendamientos, Etc.										2002	01JUL2003	13-02-1996						
V30349468	AGRUPACION DE EXPORTADORES DE LA REGION DE MURCIA PARA LOS PAISES DEL ESTE			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	GARCIA ALIX	17	BAJO. INSTITUTO DE FOMENTO	30005	MURCIA	MURCIA			-1.138012200	37.985853300	3		8299	Other business support activities n.e.c.					Fomento De La Actividad Exportadora, El Desarrollo De Las Funciones Precisas Para Realizar O Incrementar Aquella.										1996	01DEC1997	04-01-1993						
V31763956	AGRUPACION EMPRESARIAL CIN			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	REMIGIO MUGICA	2	BAJO	31005	PAMPLONA/IRUÑA	NAVARRA			-1.638864000	42.805852000	12		7112	Technical engineering services and other activities related to technical advice					Finalidad Y Objeto Social. La Agrupacion No Tiene Nimo De Lucre Y Tiene Como Finalidad. El Facilitar Y Desarrollar La Actividad Economica De Los Socios, A Fin De Dar A Conocer La Agrupacion En El Mercado Como Conjunto De Empresas De Servicios Del Ramo De La Consultoria, Ingenieria Y Arquitectura. El Objeto Social Consiste En La Realizacion De Una Serie De Actividades Auxi.										2006	01AUG2007	18-10-2002						
V37412681	DON QUIJOTE SERVICIOS AUXILIARES			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	PLACENTINOS	2		37008	SALAMANCA	SALAMANCA			-5.668308400	40.962486700	2		6920	Accounting, bookkeeping, auditing and tax consultancy activities					Facilitar El Desarrollo Y Mejorar Los Resltados De La Actividad De Los Socios Mediante La Coordinacion De Servicios Comunes Y Centrales De Apoyo En Tareas Administativas, Academicas Y Financieras, Asi Como El Desarrollo De Programas Informaticos De Uso Comun, Proyectos Financieros, Presupuestos Y Tod.										2019	17NOV2020	23-01-2004						
V38507935	PENCA 2000			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CTRA	COMARCAL LAS GALLETAS	622		38640	ARONA	SANTA CRUZ DE TENERIFE			-16.683240700	28.098669500	22		8299	Other business support activities n.e.c.					Fomento De Las Actividades Propias De Los Socios Intervinientes, Que Abarcan Todas Las Fases Del Proceso De Produccion, Maduracion Y Comercializacion De Toda Clase De Productos Agricolas.												22-06-1998						
V39428875	GABINETE EUROPEO DE COOPERACION EMPRESARIAL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	MOCTEZUMA	3	3	39003	SANTANDER	CANTABRIA			-3.801844900	43.463899100	1		7020	Other business management consulting activities					Prestara Asesoramiento Y Servicios A Personas Fisicas O Juridicas, Nacionales O Extranjeras, En Todo Lo Relativo A La Informacion, Gestion Y Obtencion De Subvenciones, Incentivos, Etc.										1998	01AUG1999	12-11-1997						
V40143034	AVICOLA DEL VOLTOYA			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	SALIDA BERNUY	11		40460	SANTIUSTE DE SAN JUAN BAUTISTA	SEGOVIA	670265527		-4.572989800	41.157442200	15		4632	Wholesale trade of meat, meat products; fish and fish products	4621	Wholesale trade of cereals, raw tobacco, seeds and animal feedstuffs			Adquisicion, Venta Y Comercializacion De Productos Avicolas Que Son Producidos Por Sus Socios, Con La Finalidad De Unificar Entre Los Mismos El Precio Resultante.	01	We have confirmed that this firm is active.	10MAY2017							2021	17MAR2023	17-03-1995						
V41546896	ALVARO SIMON DE BLAS Y JOSE RAMON GOMEZ TINOCO AUDITORES CENSORES JURADOS DE CUENTAS			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	PASTOR Y LANDERO	17		41001	SEVILLA	SEVILLA			-5.999519500	37.387912000	1		6920	Accounting, bookkeeping, auditing and tax consultancy activities					Auditorias Financieras Operativas Y De Cumplimiento Y Prestacion De Servicios De Asesoramiento Fiscal, Contable Y Financiero.												15-06-1992						
V41556945	ADEREZADORES DE ACEITUNAS DE MESA DE ARAHAL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CTRA	ARAHAL A VILLAMARTIN	S/N	KM 0 500	41600	ARAHAL	SEVILLA			-5.591530584	37.191685619	21		1039	Other fruit and vegetable processing and preservation					Actividad Auxiliar De La Correspondiente A Todos Los Participos De Eliminacion De Los Residues Derivados De La Transformacion De Aceitunas De Mesa.										2024	22DEC2025	13-08-1992						
V45414802	DESARROLLO SOCIAL PARA LA PROMOCION MEDIANTE ACTIVIDADES CON SECTORES MARGINALES DE POBLACION			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	MARQUES DE MENDIGORRIA	14	, BAJO, IZQUIERDA	45003	TOLEDO	TOLEDO	925804996		-4.022067700	39.867137100	1		8812	Social service activities without accommodation for persons with disabilities					Las Actividades Economicas Auxiliare5 De Las Que Desarrollan Sus Socios Y, Especificamente, La Suscripcion Con Entidades Publicas Y Privadasde Convenios De Colaboracion Para La Prestacion Del Servicio Especial Denominado De Desarrollo Social De Sectores Marginales De Poblacion Mediante La Planifica.	02	We have confirmed that this firm is active, but it has not provided us with information.	18NOV2006							2006	01OCT2007	12-01-1998						
V45558293	MORALEDA Y GONZALEZ MURO			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	REAL	3		45880	CORRAL DE ALMAGUER	TOLEDO			-3.160707700	39.753838900	1		6811	Sale and purchase of real estate for own account					Servicios Auxiliares Relacionados Con La Promocion, Construccion Y Venta De Viviendas, Locales Y Fincas Urbanas, Tanto Libres Como De Proteccion Oficial Que Constituyen La Actividad Economica De Los Socios.										2012	09OCT2013	14-05-2004						
V47005640	MUTUA DE PREVISION SOCIAL A PRIMA FIJA DEL PERSONAL DE RENAULT ESPAÑA			13	Mutua	Mutua	Mutual Insurance Company		AVDA	MADRID	72		47008	VALLADOLID	VALLADOLID	983305381						6511	Life insurance	6511	Life insurance			Ayuda A Sus Asociados Y Personas Beneficiarias De Los Mismos En Caso De Infortunio Y De Manera Preferente En Las Contingencias Que Se Establecen En Los Estatutos Con Las Prestaciones Y Requisitos Que En Los Mismos Se Indican.										2025	17JUN2026	01-08-1961						
V47586045	ARAPILES MEDIOAMBIENTAL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	PERU	15	3º - DERECHA	47004	VALLADOLID	VALLADOLID			-4.727727900	41.647130900	1		7112	Technical engineering services and other activities related to technical advice					La Medicion Y Gestion De Parametros De Contaminacion Medioambiental, Mejorar La Gestion De La Recogida De Residuos Solidos Urbanos, Servir De Soporte De Elementos De Transmision Y Servir De Soporte A Los Elementos Necesarios Para La Distribucion De Señales Que Contienen Informacion Sobre Soporte Ele.										2006	01OCT2007	21-07-2006						
V48278048	BASKEPENSIONES			10	EPSV	Entidad de Previsión Social Voluntaria	Voluntary Social Welfare Entity		CALLE	RODRIGUEZ ARIAS	5	1 IZ	48008	BILBAO	BIZKAIA	944877031		-2.933118000	43.261415000	12		6511	Life insurance						02	We have confirmed that this firm is active, but it has not provided us with information.	18NOV2006							2011	24AUG2012	04-11-1988						
V48300594	BIDEPENSION ENTIDAD DE PREVISION SOCIAL VOLUNTARIA DE LA MODALIDAD DE EMPLEO			10	EPSV	Entidad de Previsión Social Voluntaria	Voluntary Social Welfare Entity		CALLE	ALAM DE URQUIJO	78	PLANTA BAJA	48013	BILBAO	BIZKAIA			-2.953227000	43.270116000	12		6820	Renting of real estate for own account					Prevision Social En Regimen Mutualista Entre Sus Asociados.										2024	02JUN2025	14-08-1989						
V48505036	ZOZUAK ZARRAK			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	DARSENA DE EGUIDAZU	S/N		48700	ONDARROA	BIZKAIA			-2.426160800	43.326415200	22		4632	Wholesale trade of meat, meat products; fish and fish products					Asumir Y Gestionar Los Derechos Pesqueros Y Cuotas De Pesaca Que Le Transfieren Temporalmente Las Distintas L: Mpresas Agrupadas.												02-04-1992						
V48847776	FINECOPENSION			10	EPSV	Entidad de Previsión Social Voluntaria	Voluntary Social Welfare Entity		CALLE	ERCILLA	24	2ª	48011	BILBAO	BIZKAIA							6421	Activities of holding companies					Practica De La Prevision Social En Regimen Mutualista Entre Sus Socios Participes.										2024	20JUN2025	23-09-1996						
V48941942	FONBILBAO MIXTO			11	Fondo	Fondo	Fund		PASEO	DEL PUERTO	20		48992	GETXO	BIZKAIA			-3.003429000	43.337964000	15		6431	Monetary and nonmonetary investment fund activities					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros Para Compensar Con Una Adecuada Composicion De Sus Activos, Los Riesgos Y Los Tipos De Rendimiento.										2007	01MAY2008	16-12-1997						
V48941959	FONBILBAO INTERNACIONAL			11	Fondo	Fondo	Fund		PASEO	DEL PUERTO	20		48992	GETXO	BIZKAIA			-3.003429000	43.337964000	15		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros, Para Compensar Con Una Adecuada Composicion De Sus Activos Los Riesgos Y Los Tipos De Rendimiento.										2006	01JUN2007	16-12-1997						
V50402122	IBERCAJA EMPLEADOS FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PLAZA	PARAISO	2		50008	ZARAGOZA	ZARAGOZA			-0.884166200	41.647141300	1		6630	Fund management activities					Dar Cumplimiento A Empleados Ibercaja, Plan De Pensiones.										2025	22MAY2026	30-10-1990						
V50563899	GRUPO TECNOLOGICO DE MOLDES ARAGON			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CTRA	CASTELLON	S/N	KM 4.800 PLIND SAN VALERO NAVE 68	50013	ZARAGOZA	ZARAGOZA			-0.861881800	41.632553000	22		9411	Activities of business and employers' organizations					Creacion Y Desarrollo De Una Infraestructura Comercial Auxiliar A La De Cada Uno De Los Socios, En Orden A La Fabricacion Y Venta De Moldes.										2004	01AUG2005	21-09-1993						
V50686203	IBERCAJA PENSIONES II FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	4		50008	ZARAGOZA	ZARAGOZA			-0.884166200	41.647141300	1		6530	Pension funds					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2025	22MAY2026	01-08-1996						
V50687458	DESARROLLO ARAGONES FUTURO INDUSTRIAL			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CMNO	DEL VADO	74		50014	ZARAGOZA	ZARAGOZA			-0.865462300	41.657117700	3		7112	Technical engineering services and other activities related to technical advice					Compartir Medios Tecnicos De Apoyo Con Caracter General Y En Particular, La Contratacion De Un Tecnico Para Realizar Estudios De Investigacion Y Desarrollo Interior.												23-07-1996						
V50706431	IBERCAJA PENSIONES FLEXIBLE EUROPA 30-50 FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	4		50008	ZARAGOZA	ZARAGOZA			-0.884166200	41.647141300	1		6530	Pension funds					Dar Cumplimiento Al Plan O Planes De Pensiones Que Se Integren En El Fondo.										2025	22MAY2026	18-02-1997						
V50731199	IBERCAJA HORIZONTE FONDO INVERSION MOBILIARIA			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	4		50008	ZARAGOZA	ZARAGOZA			-0.884166200	41.647141300	1		6614	Other brokerage activities in securities and other assets transactions					La Adquisicion, Tenencia, Disfrute, Administracion En General, Enajenacion De Valores Mobiliarios Y Otros Activos Financieros.										2003	01MAY2004	03-10-1997						
V50731678	IBERCAJA PENSIONES GESTION AUDAZ FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	4		50008	ZARAGOZA	ZARAGOZA			-0.883654900	41.647243300	1		6421	Activities of holding companies					Dar Cumplimiento Al Plan De Pensiones Que En El Se Integre.										2025	22MAY2026	24-09-1997						
V50806504	IBERCAJA PENSIONES GESTION EVOLUCION FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	4		50008	ZARAGOZA	ZARAGOZA			-0.883654900	41.647243300	1		6421	Activities of holding companies					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2025	01JUN2026	14-06-1999						
V50904424	IBERCAJA PENSIONES OBJETIVO FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	4		50008	ZARAGOZA	ZARAGOZA			-0.884166200	41.647141300	1		6630	Fund management activities					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2025	22MAY2026	29-10-2001						
V50904440	IBERCAJA PENSIONES BOLSA GLOBAL FONDO DE PENSIONES			11	Fondo	Fondo	Fund		PASEO	CONSTITUCION	4		50008	ZARAGOZA	ZARAGOZA			-0.883654900	41.647243300	1		6630	Fund management activities					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2025	21MAY2026	29-10-2001						
V53196275	LONJA DE FRUTAS Y VERDURAS DE ELCHE			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		POLIG	AGROALIMENTARIO DE LA ALCUDIA CAMINO D	S/N		03202	ELCHE	ALICANTE	965455533		-0.663208127	38.254621747	23		4611	Activities of wholesale trade intermediaries in agricultural raw materials, live animals, textile raw materials and semifinished products					La Promocion Y Construccion, Y Posterior Mantenimiento, Conservacion Y Desarrollo Del Nuevo Edificio Que Albergan Los Asentamientos Comerciales De Las Personas Fisicas Y Juridicas Que La Componen Y Crean, Como Espacio Fisico Donde Desarrollaran Su Actividad Comercial Y Representantiva.										2024	05JAN2026	29-05-1997						
V59087072	RURAL FONDO FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	BASAURI	14		28023	MADRID	MADRID			-3.803399800	40.467536100	1		6431	Monetary and nonmonetary investment fund activities															2017	23NOV2018	05-12-1989						
V59356022	D. E. COFFEE & TEA SOUTHERN EUROPE PENSIONES F.P			11	Fondo	Fondo	Fund		CALLE	SERRANO	69		28006	MADRID	MADRID			-3.686883700	40.433602800	1		6629	Activities auxiliary to insurance and pension funding n.e.c.					Dar Cumplimeinto A Los Planes De Pensiones Adheridos Al Mismo.										2024	24DEC2025	24-08-1990						
V59356329	MULTIFONDO 2000 FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	ISBEL COLBRAND	22		28050	MADRID	MADRID			-3.680187900	40.510083800	1		6530	Pension funds					Dar Cumplimiento A Los Planes De Pensiones Que En El Se Integren.	04	It has not been possible to locate this firm with the contact details we have, and we have no information indicating that it is operating elsewhere.	27JUL2018							2025	05JUN2026	10-07-1990						
V59356337	MULTIPLAN 2000 FONDO DE PENSIONES			11	Fondo	Fondo	Fund		CALLE	AZUL	4		28011	MADRID	MADRID			-3.665797400	40.501120300	2		6530	Pension funds					Dar Cumplimiento Al Plan O Planes De Pensiones Que En El Se Integren.										2024	01DEC2025	10-07-1990						
V59565432	CEREAL PARTNERS ESPAÑA			2	AEIE	Agrup. Eur. de Interés Económico	European Economic Interest Grouping		CALLE	CLARA CAMPOAMOR	2		08950	ESPLUGUES DE LLOBREGAT	BARCELONA	934205100		2.093661000	41.379217000	12		4617	Activities of wholesale trade intermediaries of food, beverages and tobacco products	1089	Manufacture of other food products n.e.c.			Desarrollar El Mercado De Cereales Para El Consumo Humano, Mediante Importacion, Exportacion, Fabricacion Y Venta Al Comercio De Este Tipo De Productos.	02	We have confirmed that this firm is active, but it has not provided us with information.	03APR2013							2025	20MAY2026	20-12-1990						
V59958454	GENERAL BOLSA FONDO DE INVERSION MOBILIARIA			11	Fondo	Fondo	Fund		CALLE	VIA AUGUSTA	48	54	08006	BARCELONA	BARCELONA			2.153665800	41.398457300	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios Y Otros Activos Financieros, Que Permita En Cada Momento La Legislacion Vigente Sobre Fondos De Inversion Mobiliaria. Etc.										2002	01NOV2003	16-01-1992						
V60079522	AHORRO ACTIVO FONDTESORO			11	Fondo	Fondo	Fund		CALLE	BALMES	62	BAJOS	08007	BARCELONA	BARCELONA			2.162453900	41.389784400	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Activos Financieros A Corto Plazo Del Mercado Monetario, Para Compensar, Por Una Adecuada Composicion De Sus Activos Los Riesgos Y Tipos De Ren Etc.										2008	01OCT2009	18-06-1992						
V60312238	CAYFO Y ASOCIADOS			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CTRA	CALDAS	S/N	KM 3	08130	SANTA PERPETUA DE MOGODA	BARCELONA	935657500	http://www.circleprinters.eu	2.178421500	41.528201100	21	72	8210	Administrative and auxiliary office activities	8291	Activities of collection agencies and credit bureaus	3514	Electric power distribution	Obtencion De Prestacion De Servicios Y Suministros Que Sean Utilizados De Portuta Comun Para Las Empresas Oue Constituyen La Agrupacion Inclutda La Produccion Por Cuenta Propia De Dichos Suministros Y Servicios.	01	We have confirmed that this firm is active.	08MAY2019	6	Disolution.Court Decission	14JUN2019	36	[APL] BANKRUPTCY SITUATION/APPROVED LIQUIDATION PLAN	05MAR2020	2017	28NOV2018	25-03-1993				S	KPMG AUDITORES, S.L.	Favourable opinion
V60346574	FONPENEDES			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6832	Other real estate activities on behalf of third parties					Adquisicion, Tenencia, Disfrute, Administracion En Geneal Y Enajenacion De Valores Mobiliarios De Renta Fija Y Otros Activos Financieros, Etc.										2004	01SEP2005	28-09-1993						
V60387131	INVESTIGACIO ESCOLES CINC BRANQUES			2	AEIE	Agrup. Eur. de Interés Económico	European Economic Interest Grouping		PASEO	BONANOVA	7		08022	BARCELONA	BARCELONA			2.132917300	41.405840200	1		7112	Technical engineering services and other activities related to technical advice					El Fomen To, Promocion, Intercambio Y Desarrollo De Las Relaciones Para La Investigacion, Tanto Cientifica Como Tecnica, Entre Sus Socios Y De La Agrupacion Con Terceros. La Colaboracion De Los Socios En Actividad De Formacion, Etc.										2014	08JUL2019	18-06-1993						
V60631017	FONPENEDES MIXT			11	Fondo	Fondo	Fund		CALLE	PARELLADA	18		08720	VILAFRANCA DEL PENEDES	BARCELONA			1.699054300	41.346578000	1		6614	Other brokerage activities in securities and other assets transactions					Adquisicion, Tenencia, Disfrute, Administracion En General Y Enajenacion De Valores Mobiliarios De Renta Fija Y Variable Y Otros Activos Financieros Para Compensar, Por Una Adecuada Composicion De Sus Activos, Los Riesgos, Etc.										2005	01AUG2006	06-10-1994						
V60703097	AGRUPACION CATALANA DE AMBULANCIAS			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	GRAN VIA DE LAS CORTES CATALANAS	822		08013	BARCELONA	BARCELONA			2.160188000	41.383470000	12		9412	Activities of professional organizations					Actividad Economica Auxiliar A La Desarrollada Por Svs Socios Para Mejorary Desarrollar Los Resultados De La Actividad De Sus Socios: Desarrollar Proyectos Comunes O Complementarios De Coordinacion Y Cooperacion.										2000	01AUG2001	10-11-1994						
V60847100	ADVISOR 4			1	AIE	Agrupación de Interés Económico	Economic Interest Grouping		CALLE	AUSIAS MARC	80		08205	SABADELL	BARCELONA	937254095		2.102787800	41.540456400	1		7111	Architectural technical services					Coordinacion U Organizacion De Actividades De Asesoramiento De Sus Miembrosa Fin De La Prestacion Integral Del Servicio De Asesoramiento Juridico Urbanistico, Etc.	02	We have confirmed that this firm is active, but it has not provided us with information.	18NOV2006							1998	01AUG1999	10-10-1995						
